Transaction_Amount,Timestamp,Geo_Location,IP_Address,Merchant_MCC,Account_CurrentBalance,Client_IBAN,Counterparty_IBAN,Transaction_Type
"7112,71",2024-01-23 08:56:00,"London, UK (51.5074, -0.1278)",1.250.126.121,5950,"71503,16",DE29681775483909919426,DE34486200442637789135,WIRE_TRANSFER
"9108,27",2024-01-23 10:52:00,"Nassau, Bahamas (25.0343, -77.3963)",36.126.141.166,6010,"110099,91",DE13702202126332296617,DE57477964938936656315,SWIFT
"1902,37",2024-01-23 11:18:00,"Paris, France (48.8566, 2.3522)",173.186.26.29,5912,"32861,01",DE85863193008687593586,DE10228319081121600723,BILL_PAYMENT
"911,53",2024-01-23 14:24:00,"Toronto, Canada (43.6532, -79.3832)",188.67.244.2,7995,"57677,72",DE80424971056387621024,DE71174668074201095952,SWIFT
"233,86",2024-01-23 16:09:00,"Frankfurt, Germany (50.1109, 8.6821)",162.195.27.79,5940,"29296,84",DE80602276804025016525,DE41303789475622403641,BILL_PAYMENT
"10713,38",2024-01-23 16:23:00,"Mumbai, India (19.0760, 72.8777)",127.105.7.12,7531,"50759,75",DE01956184854410948406,DE85863193008687593586,WIRE_TRANSFER
"5725,55",2024-01-24 00:41:00,"Cyprus (35.1264, 33.4299)",122.70.175.47,6051,"19483,46",DE80424971056387621024,DE14720138926395919192,INTERNAL_TRANSFER
"9441,62",2024-01-24 04:50:00,"Cyprus (35.1264, 33.4299)",79.227.184.195,6011,"58729,72",DE13702202126332296617,DE11825533331515937882,SWIFT
"488,33",2024-01-24 07:47:00,"Frankfurt, Germany (50.1109, 8.6821)",21.232.64.79,5983,"4149,14",DE73891036937066178619,DE90304741950521462460,BILL_PAYMENT
"14325,71",2024-01-24 13:09:00,"Tokyo, Japan (35.6762, 139.6503)",46.83.203.175,5921,"30162,41",DE19557991819934999805,DE98769043821442294850,CARD_PAYMENT
"9137,92",2024-01-25 09:46:00,"Frankfurt, Germany (50.1109, 8.6821)",200.138.252.111,7538,"390,98",DE55220896143564281342,DE34053408088654578486,CARD_PAYMENT
"6363,48",2024-01-25 11:19:00,"Paris, France (48.8566, 2.3522)",169.96.71.206,7534,"91006,64",DE58559534692073767730,DE77225941535543165270,SWIFT
"1358,6",2024-01-25 14:00:00,"Paris, France (48.8566, 2.3522)",158.155.113.60,7512,"490,8",DE29681775483909919426,DE05278047050555135125,SEPA
"11351,42",2024-01-25 17:45:00,"Mumbai, India (19.0760, 72.8777)",251.20.41.150,7538,"51581,96",DE06366888337780069974,DE19958511387882217846,WIRE_TRANSFER
"10984,9",2024-01-25 20:01:00,"Toronto, Canada (43.6532, -79.3832)",243.11.166.157,5961,"49048,2",DE50923048645848773451,DE19958511387882217846,INTERNAL_TRANSFER
"1909,29",2024-01-26 02:37:00,"Frankfurt, Germany (50.1109, 8.6821)",134.196.169.148,5968,"191076,49",DE85863193008687593586,DE41767259461962155099,INTERNAL_TRANSFER
"4795,58",2024-01-26 08:32:00,"Cyprus (35.1264, 33.4299)",20.217.31.179,7997,"59884,88",DE46848731919879983705,DE41767259461962155099,ACH
"6346,23",2024-01-26 08:55:00,"Nassau, Bahamas (25.0343, -77.3963)",157.221.79.210,5945,"77026,72",DE10228319081121600723,DE71936767910116526716,SWIFT
"9583,84",2024-01-26 11:44:00,"Cyprus (35.1264, 33.4299)",90.159.175.117,6010,"84830,03",DE13702202126332296617,DE14720138926395919192,SWIFT
"6557,76",2024-01-26 21:51:00,"Panama City, Panama (8.9824, -79.5199)",39.40.180.150,5814,"63401,52",DE95220236281353745430,DE32676174774956686104,ACH
"9480,81",2024-01-26 23:10:00,"Hong Kong (22.3193, 114.1694)",84.91.138.63,6012,"127036,45",DE38530636463083929906,DE14720138926395919192,INTERNAL_TRANSFER
"2882,95",2024-01-27 05:53:00,"New York, USA (40.7128, -74.0060)",208.90.41.173,5944,"56527,17",DE60898660982173308541,DE19560397578096463876,BILL_PAYMENT
"13167,18",2024-01-27 06:20:00,"Singapore (1.3521, 103.8198)",246.12.124.166,5993,"28412,64",DE33098599620746915640,DE45611004522774697669,SEPA
"7486,87",2024-01-27 07:09:00,"Tokyo, Japan (35.6762, 139.6503)",146.6.116.190,7699,"152359,93",DE02200265582329718478,DE63666125292227339721,SEPA
"1665,84",2024-01-27 09:03:00,"Tokyo, Japan (35.6762, 139.6503)",23.172.221.216,7622,"4737,5",DE33105707422805287356,DE36691670073356693755,SEPA
"3017,73",2024-01-27 23:20:00,"New York, USA (40.7128, -74.0060)",165.28.200.98,7641,"109161,95",DE41303789475622403641,DE13683629854339459654,WIRE_TRANSFER
"13618,82",2024-01-28 09:35:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",167.124.70.169,5950,"153321,55",DE95220236281353745430,DE90560471705949841936,BILL_PAYMENT
"2693,89",2024-01-28 09:42:00,"Frankfurt, Germany (50.1109, 8.6821)",50.93.8.79,5411,"12571,35",DE85863193008687593586,DE11825533331515937882,CARD_PAYMENT
"12513,31",2024-01-28 09:52:00,"Toronto, Canada (43.6532, -79.3832)",13.128.70.90,5994,"113376,35",DE22965687203229836394,DE11825533331515937882,INTERNAL_TRANSFER
"9409,65",2024-01-28 14:39:00,"Nassau, Bahamas (25.0343, -77.3963)",176.251.212.182,6011,"58267,06",DE13702202126332296617,DE44062980262195478104,WIRE_TRANSFER
"1677,75",2024-01-28 15:13:00,"Hong Kong (22.3193, 114.1694)",37.202.205.178,5940,"38364,45",DE85863193008687593586,DE71936767910116526716,CARD_PAYMENT
"11920,54",2024-01-28 15:58:00,"Mumbai, India (19.0760, 72.8777)",73.23.135.23,5950,"24486,58",DE74880371318781446242,DE52211157124795211210,BILL_PAYMENT
"9574,48",2024-01-28 16:46:00,"Hong Kong (22.3193, 114.1694)",16.144.31.70,7802,"105470,34",DE26483789595122698071,DE98769043821442294850,SWIFT
"6794,31",2024-01-28 23:19:00,"Mumbai, India (19.0760, 72.8777)",102.24.121.167,5972,"34845,14",DE29455927236237049902,DE67929625670649276366,BILL_PAYMENT
"10509,5",2024-01-29 00:52:00,"Dubai, UAE (25.2048, 55.2708)",114.52.2.1,7629,"53668,52",DE75426460350321230713,DE41767259461962155099,SWIFT
"14579,52",2024-01-29 08:39:00,"Toronto, Canada (43.6532, -79.3832)",142.113.215.125,7995,"126777,77",DE08726249804207627540,DE52211157124795211210,CARD_PAYMENT
"1383,65",2024-01-29 11:14:00,"Frankfurt, Germany (50.1109, 8.6821)",13.235.23.131,5947,"29115,21",DE90880800985574103868,DE13702202126332296617,ACH
"5644,92",2024-01-29 22:14:00,"Sydney, Australia (-33.8688, 151.2093)",103.94.3.93,7996,"176344,59",DE32698013752166954004,DE29573532540948934521,INTERNAL_TRANSFER
"1046,16",2024-01-30 09:00:00,"New York, USA (40.7128, -74.0060)",224.202.225.122,6530,"160800,63",DE62458731926211764545,DE33105707422805287356,SWIFT
"5597,78",2024-01-30 12:35:00,"Cyprus (35.1264, 33.4299)",133.17.30.39,5964,"147005,62",DE26883187696082691115,DE14846907231557108629,SEPA
"316,18",2024-01-30 16:26:00,"Frankfurt, Germany (50.1109, 8.6821)",101.245.50.116,5912,"30131,91",DE85863193008687593586,DE71757503098830890407,SEPA
"3899,92",2024-01-30 18:28:00,"Hong Kong (22.3193, 114.1694)",12.214.242.82,7011,"22587,35",DE71757503098830890407,DE29455927236237049902,SEPA
"14280,61",2024-01-30 21:57:00,"Toronto, Canada (43.6532, -79.3832)",116.122.203.1,5976,"33887,62",DE41767259461962155099,DE85863193008687593586,CARD_PAYMENT
"13894,16",2024-01-31 01:30:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",126.110.210.228,7012,"30870,5",DE71936767910116526716,DE62458731926211764545,WIRE_TRANSFER
"1280,54",2024-01-31 12:13:00,"Tokyo, Japan (35.6762, 139.6503)",193.43.151.114,5948,"199681,18",DE72900602653954607867,DE64757475159078549044,BILL_PAYMENT
"2163,01",2024-01-31 12:33:00,"Nassau, Bahamas (25.0343, -77.3963)",169.87.92.58,5462,"170189,4",DE71757503098830890407,DE61076526144982519826,BILL_PAYMENT
"3282,4",2024-01-31 12:58:00,"Hong Kong (22.3193, 114.1694)",254.56.148.46,6538,"194852,05",DE98525832950016740395,DE80424971056387621024,SEPA
"330,1",2024-01-31 13:55:00,"Hong Kong (22.3193, 114.1694)",63.14.61.196,5814,"48678,14",DE85863193008687593586,DE34486200442637789135,BILL_PAYMENT
"7201,08",2024-01-31 14:55:00,"Cyprus (35.1264, 33.4299)",188.78.110.17,7519,"108963,69",DE06217435224929418484,DE22452842572396451235,CARD_PAYMENT
"790,61",2024-01-31 15:16:00,"Frankfurt, Germany (50.1109, 8.6821)",135.53.228.90,5812,"16335,32",DE85863193008687593586,DE98769043821442294850,CARD_PAYMENT
"11228,13",2024-01-31 19:07:00,"Nassau, Bahamas (25.0343, -77.3963)",61.216.111.37,7622,"173403,89",DE46848731919879983705,DE33105707422805287356,BILL_PAYMENT
"12827,32",2024-01-31 22:22:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",221.248.149.178,5965,"148033,58",DE37162309896449967341,DE90560471705949841936,WIRE_TRANSFER
"2799,01",2024-02-01 00:54:00,"Toronto, Canada (43.6532, -79.3832)",133.204.198.192,7032,"99476,88",DE32676174774956686104,DE36691670073356693755,SEPA
"6983,42",2024-02-01 04:01:00,"Cyprus (35.1264, 33.4299)",226.104.237.34,7512,"69450,46",DE32676174774956686104,DE60898660982173308541,CARD_PAYMENT
"7067,3",2024-02-01 04:43:00,"Hong Kong (22.3193, 114.1694)",176.201.108.234,5940,"67983,37",DE64757475159078549044,DE85863193008687593586,INTERNAL_TRANSFER
"6956,01",2024-02-01 06:45:00,"Paris, France (48.8566, 2.3522)",221.209.191.165,7995,"186610,74",DE02200265582329718478,DE44572961937397155013,SWIFT
"588,09",2024-02-01 11:09:00,"Paris, France (48.8566, 2.3522)",91.145.233.245,5812,"12235,54",DE85863193008687593586,DE68378313878394495870,BILL_PAYMENT
"3702,28",2024-02-01 12:19:00,"Singapore (1.3521, 103.8198)",34.241.185.197,6530,"180659,67",DE85863193008687593586,DE57477964938936656315,CARD_PAYMENT
"14322,67",2024-02-01 18:47:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",164.55.140.225,5993,"3216,92",DE10228319081121600723,DE43898807398882718828,WIRE_TRANSFER
"5004,75",2024-02-01 20:59:00,"New York, USA (40.7128, -74.0060)",123.78.148.218,5965,"42072,44",DE71724337750016626442,DE71174668074201095952,WIRE_TRANSFER
"14188,51",2024-02-01 22:25:00,"Paris, France (48.8566, 2.3522)",187.36.144.147,7800,"51526,26",DE26989822734242596165,DE03604977575166816091,SEPA
"12808,9",2024-02-01 22:52:00,"Hong Kong (22.3193, 114.1694)",58.198.236.172,7011,"54042,64",DE80602276804025016525,DE05603506140323737820,INTERNAL_TRANSFER
"3290,34",2024-02-02 05:37:00,"New York, USA (40.7128, -74.0060)",57.157.169.220,7641,"172154,68",DE26989822734242596165,DE62458731926211764545,WIRE_TRANSFER
12132,2024-02-02 15:28:00,"Mumbai, India (19.0760, 72.8777)",50.44.12.162,5993,"184462,44",DE72074766470263545473,DE11825533331515937882,CARD_PAYMENT
"458,8",2024-02-02 18:26:00,"Tokyo, Japan (35.6762, 139.6503)",47.165.219.203,5945,"24906,13",DE77164798701236531933,DE71174668074201095952,ACH
"5588,41",2024-02-02 21:27:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",169.83.214.211,5812,"34232,41",DE85863193008687593586,DE13702202126332296617,BILL_PAYMENT
"6499,62",2024-02-03 05:32:00,"Sydney, Australia (-33.8688, 151.2093)",67.59.160.12,7512,"98648,41",DE37006276983513963593,DE13702202126332296617,BILL_PAYMENT
"13709,07",2024-02-03 07:00:00,"Paris, France (48.8566, 2.3522)",154.247.84.13,5940,"7134,92",DE44572961937397155013,DE98525832950016740395,CARD_PAYMENT
"5252,45",2024-02-03 08:01:00,"Mumbai, India (19.0760, 72.8777)",20.227.57.131,5960,"76279,82",DE07065933118466507215,DE12998142403927449957,INTERNAL_TRANSFER
"14777,35",2024-02-03 09:47:00,"New York, USA (40.7128, -74.0060)",200.99.175.77,6529,"173929,04",DE13702202126332296617,DE61076526144982519826,INTERNAL_TRANSFER
"101,41",2024-02-03 15:48:00,"London, UK (51.5074, -0.1278)",23.226.157.94,5912,"18660,78",DE80602276804025016525,DE61076526144982519826,ACH
"1857,86",2024-02-03 16:46:00,"Sydney, Australia (-33.8688, 151.2093)",173.245.242.205,5411,"26667,3",DE80602276804025016525,DE77653619723857283695,SEPA
"429,76",2024-02-03 17:44:00,"Paris, France (48.8566, 2.3522)",66.128.226.248,5912,"39648,52",DE80602276804025016525,DE26483789595122698071,BILL_PAYMENT
"730,39",2024-02-03 22:20:00,"Dubai, UAE (25.2048, 55.2708)",53.151.93.49,5940,"129361,97",DE19958511387882217846,DE98525832950016740395,SEPA
"2018,86",2024-02-03 22:50:00,"Toronto, Canada (43.6532, -79.3832)",177.4.148.4,5947,"66200,63",DE58559534692073767730,DE67929625670649276366,SEPA
"6812,72",2024-02-04 05:47:00,"New York, USA (40.7128, -74.0060)",172.242.124.71,7032,"155513,19",DE51490111373988265135,DE33098599620746915640,CARD_PAYMENT
"2741,56",2024-02-04 06:27:00,"Sydney, Australia (-33.8688, 151.2093)",56.15.107.136,5999,"148928,25",DE05603506140323737820,DE58313678796352621837,SWIFT
"2886,82",2024-02-04 09:41:00,"Frankfurt, Germany (50.1109, 8.6821)",63.158.237.125,7549,"50436,43",DE34486200442637789135,DE32698013752166954004,WIRE_TRANSFER
"1151,33",2024-02-04 14:08:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",187.56.84.14,5950,"173987,08",DE41767259461962155099,DE03604977575166816091,BILL_PAYMENT
"720,58",2024-02-04 16:00:00,"Sydney, Australia (-33.8688, 151.2093)",160.251.96.83,5411,"48637,23",DE80602276804025016525,DE22452842572396451235,ACH
"4825,22",2024-02-04 17:41:00,"Hong Kong (22.3193, 114.1694)",84.87.92.150,7699,"60126,02",DE44572961937397155013,DE82686963457027115959,BILL_PAYMENT
"2462,37",2024-02-04 21:41:00,"Cyprus (35.1264, 33.4299)",166.12.210.204,7513,"132547,36",DE56955705581901562182,DE85863193008687593586,ACH
"8469,12",2024-02-04 23:49:00,"Cyprus (35.1264, 33.4299)",254.138.201.99,6513,"155406,24",DE46848731919879983705,DE10228319081121600723,SWIFT
"5431,81",2024-02-05 02:15:00,"Nassau, Bahamas (25.0343, -77.3963)",169.128.6.32,7629,"143499,8",DE34658912085920893419,DE98769043821442294850,WIRE_TRANSFER
"8593,41",2024-02-05 05:14:00,"Dubai, UAE (25.2048, 55.2708)",201.90.147.141,7513,"49233,21",DE58559534692073767730,DE80602276804025016525,ACH
"6032,95",2024-02-05 06:15:00,"Panama City, Panama (8.9824, -79.5199)",12.251.11.88,5813,"63735,46",DE51490111373988265135,DE68378313878394495870,SWIFT
"1525,95",2024-02-05 08:40:00,"Hong Kong (22.3193, 114.1694)",207.248.124.150,7997,"148902,83",DE90560471705949841936,DE07065933118466507215,SEPA
"1968,47",2024-02-05 09:24:00,"Hong Kong (22.3193, 114.1694)",188.63.46.30,5912,"8838,79",DE80602276804025016525,DE05278047050555135125,SEPA
"1313,2",2024-02-05 11:02:00,"Dubai, UAE (25.2048, 55.2708)",60.36.18.189,5812,"5857,84",DE85863193008687593586,DE44572961937397155013,CARD_PAYMENT
"452,83",2024-02-05 14:20:00,"Tokyo, Japan (35.6762, 139.6503)",117.158.238.121,5812,"11467,48",DE85863193008687593586,DE50923048645848773451,BILL_PAYMENT
"4375,36",2024-02-05 19:02:00,"Nassau, Bahamas (25.0343, -77.3963)",242.81.156.122,5814,"68539,16",DE98525832950016740395,DE22539176725448936679,CARD_PAYMENT
"14746,71",2024-02-05 20:39:00,"Singapore (1.3521, 103.8198)",27.87.128.246,7999,"7677,55",DE85863193008687593586,DE29573532540948934521,INTERNAL_TRANSFER
2768,2024-02-05 21:55:00,"New York, USA (40.7128, -74.0060)",114.112.188.17,6011,"171763,78",DE07065933118466507215,DE90880800985574103868,ACH
8373,2024-02-05 22:09:00,"Panama City, Panama (8.9824, -79.5199)",112.178.91.7,7519,"199446,59",DE32676174774956686104,DE13683629854339459654,INTERNAL_TRANSFER
"6872,74",2024-02-05 23:32:00,"Nassau, Bahamas (25.0343, -77.3963)",95.224.87.144,6011,"162195,95",DE44572961937397155013,DE90560471705949841936,BILL_PAYMENT
"115,25",2024-02-06 09:30:00,"Singapore (1.3521, 103.8198)",192.155.133.16,5912,"30778,7",DE85863193008687593586,DE26989822734242596165,BILL_PAYMENT
"423,65",2024-02-06 09:41:00,"Dubai, UAE (25.2048, 55.2708)",161.91.212.192,5411,"30945,36",DE80602276804025016525,DE19557991819934999805,SEPA
"1858,99",2024-02-06 10:25:00,"Dubai, UAE (25.2048, 55.2708)",158.253.26.81,7692,"12461,49",DE71936767910116526716,DE88295498411142177571,ACH
"11456,96",2024-02-06 11:03:00,"Nassau, Bahamas (25.0343, -77.3963)",10.34.78.239,7512,"162356,79",DE80424971056387621024,DE29681775483909919426,CARD_PAYMENT
"555,83",2024-02-06 15:35:00,"Dubai, UAE (25.2048, 55.2708)",22.114.11.99,5411,"166839,7",DE49836894055884547461,DE77653619723857283695,SWIFT
"3838,71",2024-02-07 02:24:00,"Hong Kong (22.3193, 114.1694)",165.189.205.79,7535,"81329,77",DE80602276804025016525,DE72074766470263545473,CARD_PAYMENT
"5109,31",2024-02-07 05:39:00,"New York, USA (40.7128, -74.0060)",131.225.10.23,5963,"39652,21",DE90880800985574103868,DE17868765643312942108,SEPA
"10467,81",2024-02-07 09:42:00,"London, UK (51.5074, -0.1278)",28.237.213.209,6531,"13735,2",DE30188272914924300529,DE77225941535543165270,BILL_PAYMENT
"1596,46",2024-02-07 17:03:00,"Sydney, Australia (-33.8688, 151.2093)",130.243.187.179,5940,"35308,66",DE85863193008687593586,DE38736535270957763063,ACH
"12814,49",2024-02-07 17:41:00,"Toronto, Canada (43.6532, -79.3832)",23.151.74.138,7999,"88453,67",DE37162309896449967341,DE19557991819934999805,INTERNAL_TRANSFER
"7179,35",2024-02-08 04:20:00,"Cyprus (35.1264, 33.4299)",55.50.88.100,6533,"129243,59",DE74880371318781446242,DE09288082463081273872,BILL_PAYMENT
"2608,56",2024-02-08 07:39:00,"New York, USA (40.7128, -74.0060)",41.178.98.64,5411,"162387,96",DE38530636463083929906,DE98769043821442294850,WIRE_TRANSFER
"4116,84",2024-02-08 16:37:00,"Tokyo, Japan (35.6762, 139.6503)",232.222.220.128,7802,"121687,2",DE06366888337780069974,DE72900602653954607867,ACH
"650,76",2024-02-09 15:53:00,"Paris, France (48.8566, 2.3522)",206.226.147.42,5912,"23638,72",DE85863193008687593586,DE29916768580065674646,CARD_PAYMENT
"1467,4",2024-02-09 17:10:00,"Dubai, UAE (25.2048, 55.2708)",72.106.25.48,5812,"20705,89",DE80602276804025016525,DE87022351267045424956,CARD_PAYMENT
"12370,49",2024-02-09 18:12:00,"Hong Kong (22.3193, 114.1694)",155.126.168.234,6533,"198478,71",DE76101837512445132435,DE61076526144982519826,SWIFT
"12508,41",2024-02-09 19:07:00,"Dubai, UAE (25.2048, 55.2708)",242.132.141.149,5732,"95838,14",DE95220236281353745430,DE26483789595122698071,CARD_PAYMENT
"14266,58",2024-02-09 22:14:00,"Dubai, UAE (25.2048, 55.2708)",191.108.205.159,7523,"9231,55",DE58847528925395882749,DE58559534692073767730,CARD_PAYMENT
"10683,38",2024-02-10 03:14:00,"Paris, France (48.8566, 2.3522)",212.235.215.163,5992,"111332,25",DE13702202126332296617,DE50923048645848773451,SEPA
"10,91",2024-02-10 13:49:00,"Hong Kong (22.3193, 114.1694)",148.9.25.17,5411,"96345,92",DE98525832950016740395,DE13702202126332296617,WIRE_TRANSFER
"508,72",2024-02-10 15:20:00,"Dubai, UAE (25.2048, 55.2708)",2.255.121.183,5940,"46695,4",DE85863193008687593586,DE19560397578096463876,BILL_PAYMENT
"4545,16",2024-02-10 18:15:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",182.107.242.168,5966,"144184,8",DE71724337750016626442,DE98525832950016740395,SEPA
"2905,79",2024-02-11 02:33:00,"Sydney, Australia (-33.8688, 151.2093)",198.141.73.94,5921,"73789,47",DE02200265582329718478,DE34053408088654578486,BILL_PAYMENT
"10457,56",2024-02-11 07:42:00,"Dubai, UAE (25.2048, 55.2708)",181.65.247.216,6529,"18141,52",DE22965687203229836394,DE26989822734242596165,INTERNAL_TRANSFER
"14801,85",2024-02-11 14:25:00,"Toronto, Canada (43.6532, -79.3832)",220.127.39.158,5963,"2967,37",DE85538483994235988126,DE34486200442637789135,WIRE_TRANSFER
"5440,59",2024-02-12 03:08:00,"Paris, France (48.8566, 2.3522)",40.192.23.196,5964,"177744,59",DE29681775483909919426,DE12986712861740028575,CARD_PAYMENT
"2984,61",2024-02-12 11:49:00,"Nassau, Bahamas (25.0343, -77.3963)",41.202.117.75,5960,"19201,78",DE63666125292227339721,DE85863193008687593586,SWIFT
"13328,13",2024-02-12 15:42:00,"Cyprus (35.1264, 33.4299)",91.51.88.66,7519,"173465,87",DE60898660982173308541,DE26483789595122698071,INTERNAL_TRANSFER
"2381,78",2024-02-12 20:04:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",132.44.239.157,7692,"30605,7",DE80602276804025016525,DE49541338466289641717,BILL_PAYMENT
"10657,87",2024-02-13 10:16:00,"Panama City, Panama (8.9824, -79.5199)",74.16.127.16,7629,"46047,2",DE88295498411142177571,DE61076526144982519826,SEPA
"1924,42",2024-02-13 16:29:00,"Toronto, Canada (43.6532, -79.3832)",215.182.79.200,5411,"8531,94",DE80602276804025016525,DE26989822734242596165,SEPA
"9659,17",2024-02-13 20:02:00,"Mumbai, India (19.0760, 72.8777)",135.244.113.133,5950,"46500,94",DE67929625670649276366,DE98769043821442294850,CARD_PAYMENT
"1681,09",2024-02-14 10:51:00,"Sydney, Australia (-33.8688, 151.2093)",149.158.151.194,5968,"29160,8",DE26483789595122698071,DE71936767910116526716,CARD_PAYMENT
"25,38",2024-02-14 17:41:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",46.237.55.252,7692,"42746,38",DE29455927236237049902,DE98525832950016740395,BILL_PAYMENT
"1366,08",2024-02-14 18:47:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",226.29.227.200,7011,"171008,68",DE77164798701236531933,DE48461642607714195028,CARD_PAYMENT
"8449,39",2024-02-14 20:21:00,"London, UK (51.5074, -0.1278)",61.211.76.205,7549,"147727,39",DE58559534692073767730,DE41303789475622403641,CARD_PAYMENT
"7489,31",2024-02-15 06:43:00,"Toronto, Canada (43.6532, -79.3832)",249.215.219.88,5912,"173814,04",DE38736535270957763063,DE90560471705949841936,SEPA
"399,86",2024-02-15 10:41:00,"Toronto, Canada (43.6532, -79.3832)",176.242.254.46,5812,"6940,2",DE85863193008687593586,DE77164798701236531933,BILL_PAYMENT
"6737,89",2024-02-15 12:18:00,"London, UK (51.5074, -0.1278)",14.245.9.168,7523,"27471,71",DE29573532540948934521,DE32676174774956686104,SEPA
"13656,73",2024-02-15 13:22:00,"New York, USA (40.7128, -74.0060)",17.156.58.87,5970,124952,DE33098599620746915640,DE55220896143564281342,WIRE_TRANSFER
"311,47",2024-02-15 16:41:00,"Singapore (1.3521, 103.8198)",28.231.233.212,5411,"16057,47",DE80602276804025016525,DE68378313878394495870,SEPA
"391,77",2024-02-15 17:04:00,"Hong Kong (22.3193, 114.1694)",118.44.41.101,5812,"48048,21",DE85863193008687593586,DE38736535270957763063,ACH
"3081,71",2024-02-15 22:59:00,"Frankfurt, Germany (50.1109, 8.6821)",231.84.52.21,7519,"106882,95",DE60898660982173308541,DE98525832950016740395,ACH
"7017,69",2024-02-16 04:01:00,"Toronto, Canada (43.6532, -79.3832)",153.187.118.220,5968,"56750,37",DE05603506140323737820,DE29573532540948934521,BILL_PAYMENT
"9154,57",2024-02-16 07:00:00,"Frankfurt, Germany (50.1109, 8.6821)",167.229.0.34,5966,"192149,97",DE58847528925395882749,DE60898660982173308541,ACH
"9207,59",2024-02-16 09:31:00,"Sao Paulo, Brazil (-23.5505, -46.6333)",134.183.218.100,8999,"184204,17",DE05278047050555135125,DE38530636463083929906,WIRE_TRANSFER
"9642,31",2024-02-17 02:48:00,"London, UK (51.5074, -0.1278)",93.132.186.108,5992,"164650,54",DE51490111373988265135,DE44572961937397155013,WIRE_TRANSFER
"9529,42",2024-02-17 10:26:00,"Dubai, UAE (25.2048, 55.2708)",53.199.180.49,5948,"3527,44",DE88295498411142177571,DE26989822734242596165,ACH
"14207,7",2024-02-17 17:00:00,"Cyprus (35.1264, 33.4299)",20.135.168.177,5422,"134132,74",DE56955705581901562182,DE12998142403927449957,SEPA
"9071,72",2024-02-17 18:41:00,"Frankfurt, Germany (50.1109, 8.6821)",121.236.107.240,7631,"108249,3",DE98525832950016740395,DE50923048645848773451,INTERNAL_TRANSFER
"9550,55",2024-02-17 21:33:00,"Dubai, UAE (25.2048, 55.2708)",113.250.213.211,5411,"24553,35",DE58559534692073767730,DE41767259461962155099,CARD_PAYMENT
"2848,55",2024-02-18 04:27:00,"Panama City, Panama (8.9824, -79.5199)",47.209.74.8,7631,"8320,89",DE01956184854410948406,DE49836894055884547461,ACH
"4961,29",2024-02-18 17:57:00,"Sydney, Australia (-33.8688, 151.2093)",17.143.194.168,5973,"31897,71",DE10228319081121600723,DE13683629854339459654,INTERNAL_TRANSFER
"14300,58",2024-02-18 22:31:00,"Tokyo, Japan (35.6762, 139.6503)",147.128.9.228,5944,"131295,57",DE71757503098830890407,DE30188272914924300529,WIRE_TRANSFER
"1922,31",2024-02-19 05:22:00,"Nassau, Bahamas (25.0343, -77.3963)",3.79.64.37,5422,"192437,05",DE68378313878394495870,DE60898660982173308541,SEPA
"6815,79",2024-02-19 06:31:00,"London, UK (51.5074, -0.1278)",40.54.66.57,7011,"38866,93",DE29916768580065674646,DE90304741950521462460,ACH
"3628,56",2024-02-19 22:22:00,"London, UK (51.5074, -0.1278)",133.159.204.159,5732,"20901,84",DE05603506140323737820,DE08726249804207627540,SEPA
"2047,79",2024-02-20 04:02:00,"Hong Kong (22.3193, 114.1694)",59.183.98.106,7512,"17424,52",DE26883187696082691115,DE13850611322279370660,WIRE_TRANSFER
"4118,01",2024-02-20 06:53:00,"Toronto, Canada (43.6532, -79.3832)",52.51.135.249,7995,"167630,27",DE82686963457027115959,DE37162309896449967341,SWIFT
"159,55",2024-02-20 13:46:00,"Frankfurt, Germany (50.1109, 8.6821)",120.243.160.8,7629,"161567,84",DE13702202126332296617,DE38530636463083929906,WIRE_TRANSFER
"10498,65",2024-02-20 13:46:00,"Singapore (1.3521, 103.8198)",105.65.173.192,7802,"150434,95",DE34658912085920893419,DE51490111373988265135,BILL_PAYMENT
"3903,03",2024-02-20 18:43:00,"Paris, France (48.8566, 2.3522)",89.13.74.122,5963,"35170,7",DE13850611322279370660,DE64757475159078549044,INTERNAL_TRANSFER
"7577,26",2024-02-20 22:07:00,"Panama City, Panama (8.9824, -79.5199)",206.162.175.163,5422,"25040,3",DE98525832950016740395,DE11825533331515937882,CARD_PAYMENT
"9698,71",2024-02-21 05:38:00,"Tokyo, Japan (35.6762, 139.6503)",246.56.112.30,7519,"85641,72",DE30188272914924300529,DE38736535270957763063,WIRE_TRANSFER
"1470,45",2024-02-21 08:48:00,"London, UK (51.5074, -0.1278)",187.187.229.28,5945,"112295,45",DE90880800985574103868,DE38530636463083929906,CARD_PAYMENT
"2423,36",2024-02-21 08:55:00,"Nassau, Bahamas (25.0343, -77.3963)",225.189.159.51,7519,"162676,95",DE80602276804025016525,DE12998142403927449957,ACH
